transactions_id,sale_date,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale,sale_time
262,2023-09-15,30,Female,32,Beauty,4,30,12.6,120,20:33:00
467,2022-01-24,151,Female,53,Electronics,3,50,14.5,150,22:39:00
1262,2022-08-13,127,Female,32,Beauty,4,30,8.4,120,20:33:00
1467,2023-08-13,89,Female,53,Electronics,3,50,14,150,19:31:00
463,2023-01-29,55,Female,54,Beauty,3,500,175,1500,20:22:00
1463,2022-07-29,98,Female,54,Beauty,3,500,170,1500,19:45:00
598,2022-06-23,7,Male,37,Beauty,4,30,11.1,120,17:02:00
667,2022-12-01,22,Female,29,Electronics,1,500,190,500,18:46:00
672,2022-02-17,1,Female,34,Beauty,2,50,27.5,100,19:44:00
1598,2023-01-15,126,Male,37,Beauty,4,30,9.9,120,19:17:00
1667,2022-07-04,40,Female,29,Electronics,1,500,125,500,19:09:00
1672,2023-03-28,87,Female,34,Beauty,2,50,15.5,100,22:34:00
949,2023-06-20,21,Female,41,Electronics,2,25,9,50,20:28:00
1949,2022-11-11,105,Female,41,Electronics,2,25,12.5,50,20:24:00
27,2023-12-14,39,Female,38,Beauty,2,25,8.25,50,19:44:00
347,2022-03-26,26,Male,42,Electronics,1,25,7,25,19:31:00
687,2022-06-27,86,Female,53,Electronics,1,300,150,300,17:14:00
1027,2022-04-30,131,Female,38,Beauty,2,25,7.5,50,21:00:00
1347,2023-11-21,7,Male,42,Electronics,1,25,13,25,21:55:00
1687,2023-02-17,102,Female,53,Electronics,1,300,81,300,22:27:00
549,2022-11-03,114,Female,50,Beauty,2,50,12.5,100,19:39:00
675,2023-07-19,26,Female,45,Clothing,2,30,15.9,60,18:10:00
730,2022-02-20,131,Female,36,Clothing,2,25,13.25,50,19:38:00
798,2023-01-20,73,Male,61,Clothing,1,50,15,50,21:19:00
1549,2023-11-15,109,Female,50,Beauty,2,50,14.5,100,19:25:00
1675,2022-05-17,152,Female,45,Clothing,2,30,16.2,60,19:55:00
1730,2023-08-14,116,Female,36,Clothing,2,25,10.75,50,19:17:00
1798,2023-07-18,96,Male,61,Clothing,1,50,20,50,20:26:00
13,2023-02-08,106,Male,22,Electronics,3,500,245,1500,17:43:00
35,2022-10-29,122,Female,58,Beauty,3,300,126,900,17:30:00
140,2022-07-07,61,Male,38,Electronics,1,30,14.4,30,20:20:00
206,2022-09-02,31,Male,61,Clothing,1,25,11.75,25,18:18:00
261,2022-02-06,16,Male,21,Clothing,2,25,8.25,50,17:48:00
279,2023-08-10,38,Male,50,Clothing,1,500,210,500,17:29:00
308,2022-03-31,130,Female,34,Beauty,4,300,126,1200,19:12:00
418,2022-04-01,95,Female,60,Electronics,2,500,155,1000,18:05:00
1013,2022-07-16,111,Male,22,Electronics,3,500,200,1500,19:38:00
1035,2023-04-26,52,Female,58,Beauty,3,300,105,900,21:56:00
1140,2022-05-22,154,Male,38,Electronics,1,30,15.9,30,19:26:00
1206,2023-05-14,68,Male,61,Clothing,1,25,8.5,25,19:45:00
1261,2022-09-27,116,Male,21,Clothing,2,25,6.25,50,21:19:00
1279,2022-04-21,116,Male,50,Clothing,1,500,170,500,22:55:00
1308,2023-06-19,91,Female,34,Beauty,4,300,150,1200,22:39:00
1418,2022-09-17,68,Female,60,Electronics,2,500,215,1000,18:19:00
612,2022-02-23,77,Female,61,Electronics,1,500,235,500,19:06:00
875,2023-11-30,134,Female,51,Electronics,4,500,135,2000,21:47:00
1612,2022-12-18,140,Female,61,Electronics,1,500,230,500,21:14:00
1875,2022-06-03,141,Female,51,Electronics,4,500,165,2000,22:42:00
430,2023-05-23,100,Female,43,Electronics,3,300,153,900,18:36:00
633,2023-07-06,35,Male,39,Beauty,4,30,12.3,120,22:20:00
1430,2023-10-31,22,Female,43,Electronics,3,300,132,900,18:25:00
1633,2022-12-31,152,Male,39,Beauty,4,30,11.4,120,18:18:00
125,2022-09-28,137,Male,48,Clothing,2,50,19,100,18:48:00
716,2023-08-13,137,Female,60,Clothing,4,300,108,1200,19:51:00
790,2023-04-13,29,Male,62,Clothing,1,25,9.25,25,20:47:00
960,2023-03-29,134,Male,59,Clothing,2,30,14.4,60,19:01:00
1125,2023-11-12,79,Male,48,Clothing,2,50,21.5,100,17:51:00
1716,2022-02-12,39,Female,60,Clothing,4,300,87,1200,19:16:00
1790,2023-05-14,147,Male,62,Clothing,1,25,7.5,25,20:52:00
1960,2022-06-29,67,Male,59,Clothing,2,30,13.2,60,22:04:00
259,2023-03-11,93,Female,45,Clothing,4,50,22.5,200,20:26:00
443,2023-09-19,98,Male,29,Clothing,2,300,114,600,20:25:00
529,2022-11-29,46,Female,35,Clothing,3,50,20.5,150,17:43:00
563,2022-12-21,150,Male,20,Clothing,2,30,16.2,60,18:40:00
1259,2022-11-03,105,Female,45,Clothing,4,50,21,200,17:31:00
1443,2022-06-18,81,Male,29,Clothing,2,300,147,600,19:37:00
1529,2022-09-17,105,Female,35,Clothing,3,50,17,150,22:38:00
1563,2022-10-13,22,Male,20,Clothing,2,30,15.3,60,17:44:00
801,2022-12-01,153,Male,21,Clothing,4,50,19,200,17:14:00
1801,2022-07-10,148,Male,21,Clothing,4,50,13.5,200,22:01:00
160,2022-07-20,127,Female,43,Clothing,2,50,26.5,100,17:08:00
508,2023-07-05,32,Male,58,Beauty,2,300,123,600,22:52:00
807,2023-01-26,91,Female,50,Electronics,4,50,15.5,200,19:49:00
1160,2023-08-20,105,Female,43,Clothing,2,50,14,100,19:20:00
1508,2022-04-08,90,Male,58,Beauty,2,300,81,600,20:32:00
1807,2022-08-04,19,Female,50,Electronics,4,50,22,200,22:15:00
511,2023-12-23,146,Male,45,Beauty,2,50,24.5,100,18:19:00
521,2023-10-28,133,Female,47,Clothing,4,30,8.7,120,19:56:00
695,2022-04-03,52,Female,22,Electronics,3,50,21,150,22:12:00
816,2023-09-27,133,Male,47,Beauty,2,500,240,1000,19:29:00
1511,2022-04-09,45,Male,45,Beauty,2,50,13.5,100,21:36:00
1521,2023-07-23,30,Female,47,Clothing,4,30,12.9,120,19:08:00
1695,2023-09-21,85,Female,22,Electronics,3,50,23,150,20:51:00
1816,2022-06-17,52,Male,47,Beauty,2,500,245,1000,22:30:00
217,2022-05-02,17,Female,35,Electronics,4,50,26.5,200,17:01:00
384,2022-04-10,127,Male,55,Clothing,1,500,145,500,19:53:00
1217,2023-10-16,70,Female,35,Electronics,4,50,18,200,19:28:00
1384,2023-12-17,106,Male,55,Clothing,1,500,260,500,20:23:00
648,2023-02-23,41,Male,53,Beauty,4,300,138,1200,18:13:00
926,2023-10-06,53,Male,22,Electronics,1,30,15.6,30,22:53:00
1648,2023-07-10,16,Male,53,Beauty,4,300,87,1200,17:18:00
1926,2023-08-07,74,Male,22,Electronics,1,30,9.6,30,20:22:00
285,2023-12-01,107,Female,31,Electronics,1,25,13.5,25,18:14:00
427,2023-11-16,120,Male,25,Electronics,1,25,11.75,25,21:26:00
569,2022-04-29,132,Male,52,Electronics,4,50,19,200,20:49:00
570,2022-06-09,91,Male,49,Clothing,1,500,185,500,22:53:00
630,2023-03-21,94,Male,42,Clothing,2,50,25.5,100,17:29:00
957,2023-06-19,105,Female,60,Electronics,4,30,9.3,120,19:00:00
1285,2023-06-01,130,Female,31,Electronics,1,25,12.25,25,21:55:00
1427,2023-07-15,92,Male,25,Electronics,1,25,11.5,25,18:36:00
1569,2023-11-30,35,Male,52,Electronics,4,50,18,200,21:07:00
1570,2023-06-15,109,Male,49,Clothing,1,500,170,500,22:32:00
1630,2022-05-22,95,Male,42,Clothing,2,50,16,100,17:22:00
1957,2022-10-25,75,Female,60,Electronics,4,30,14.7,120,19:00:00
635,2022-12-04,89,Female,63,Electronics,3,300,129,900,21:03:00
1635,2023-04-17,36,Female,63,Electronics,3,300,159,900,18:08:00
29,2022-03-08,31,Female,42,Electronics,1,30,13.5,30,20:10:00
277,2023-07-03,139,Male,36,Clothing,4,25,12.25,100,22:10:00
859,2022-09-20,46,Female,56,Electronics,3,500,190,1500,21:52:00
1029,2023-07-18,117,Female,42,Electronics,1,30,12.3,30,19:23:00
1277,2023-10-17,80,Male,36,Clothing,4,25,12.75,100,21:20:00
1859,2022-09-14,32,Female,56,Electronics,3,500,205,1500,20:58:00
638,2023-01-10,154,Male,46,Electronics,1,500,190,500,19:52:00
823,2023-12-03,66,Female,56,Electronics,2,50,25,100,17:42:00
956,2023-04-24,140,Male,30,Clothing,3,500,135,1500,21:50:00
981,2022-02-05,5,Female,30,Electronics,2,30,12.9,60,21:08:00
1638,2022-08-13,37,Male,46,Electronics,1,500,155,500,18:26:00
1823,2022-11-08,58,Female,56,Electronics,2,50,26.5,100,22:28:00
1956,2023-06-01,62,Male,30,Clothing,3,500,170,1500,20:40:00
1981,2022-06-05,19,Female,30,Electronics,2,30,11.7,60,22:50:00
219,2023-09-16,79,Female,53,Electronics,3,30,10.2,90,22:34:00
1219,2022-11-02,149,Female,53,Electronics,3,30,11.1,90,21:47:00
73,2022-01-14,42,Male,29,Electronics,3,30,9,90,21:47:00
162,2023-04-11,118,Male,39,Clothing,2,30,9,60,19:37:00
306,2022-01-04,148,Male,54,Electronics,1,50,26.5,50,22:05:00
725,2023-09-21,2,Male,61,Electronics,1,300,153,300,20:32:00
880,2023-09-26,63,Male,22,Beauty,2,500,175,1000,20:13:00
992,2023-10-15,134,Female,57,Electronics,2,30,7.8,60,19:34:00
1073,2022-02-21,82,Male,29,Electronics,3,30,15.3,90,18:16:00
1162,2022-07-13,101,Male,39,Clothing,2,30,12.6,60,17:08:00
1306,2023-11-11,122,Male,54,Electronics,1,50,18.5,50,20:57:00
1725,2022-05-16,109,Male,61,Electronics,1,300,105,300,21:02:00
1880,2023-06-14,37,Male,22,Beauty,2,500,175,1000,20:03:00
1992,2023-05-19,70,Female,57,Electronics,2,30,8.7,60,21:35:00
597,2022-11-01,84,Male,22,Beauty,4,300,111,1200,19:29:00
622,2022-10-16,155,Female,49,Beauty,3,25,6.25,75,22:00:00
1597,2023-08-28,32,Male,22,Beauty,4,300,78,1200,18:21:00
1622,2023-04-22,54,Female,49,Beauty,3,25,11.75,75,21:28:00
116,2023-06-22,58,Female,23,Clothing,1,30,15,30,20:04:00
364,2022-06-07,98,Female,19,Beauty,1,500,200,500,19:06:00
368,2023-01-31,90,Female,56,Clothing,4,300,132,1200,21:11:00
1116,2022-08-15,145,Female,23,Clothing,1,30,12.3,30,22:26:00
1364,2023-09-23,72,Female,19,Beauty,1,500,250,500,17:04:00
1368,2022-03-08,145,Female,56,Clothing,4,300,132,1200,21:29:00
50,2022-03-29,71,Female,27,Beauty,3,25,10.5,75,18:51:00
479,2022-11-03,90,Male,52,Electronics,4,300,105,1200,21:35:00
804,2023-12-11,99,Male,42,Electronics,1,30,10.8,30,17:12:00
1050,2022-12-10,24,Female,27,Beauty,3,25,11.25,75,20:15:00
1479,2022-05-31,108,Male,52,Electronics,4,300,162,1200,22:24:00
1804,2023-01-10,74,Male,42,Electronics,1,30,14.7,30,22:46:00
92,2022-03-21,10,Female,51,Electronics,4,30,8.7,120,19:41:00
282,2023-10-05,10,Female,64,Electronics,4,50,56,200,17:39:00
718,2023-11-02,154,Female,59,Beauty,3,25,25,75,20:25:00
1092,2022-05-03,58,Female,51,Electronics,4,30,31.5,120,20:15:00
1282,2023-02-20,23,Female,64,Electronics,4,50,48.5,200,20:05:00
1718,2023-10-25,20,Female,59,Beauty,3,25,25.5,75,19:03:00
617,2022-08-06,30,Male,34,Electronics,1,30,28.5,30,19:12:00
624,2022-02-05,48,Female,34,Beauty,3,300,342,900,19:08:00
825,2022-01-08,51,Female,46,Beauty,1,25,27.25,25,17:27:00
1617,2022-05-01,77,Male,34,Electronics,1,30,35.1,30,17:09:00
1624,2022-11-18,121,Female,34,Beauty,3,300,363,900,20:48:00
1825,2023-08-30,105,Female,46,Beauty,1,25,27,25,18:34:00
568,2023-08-11,32,Female,51,Electronics,1,300,372,300,20:03:00
671,2023-09-23,2,Male,62,Electronics,3,50,61.5,150,19:51:00
756,2023-07-17,4,Female,62,Electronics,4,300,333,1200,20:33:00
815,2023-04-05,139,Female,51,Clothing,3,25,23.75,75,21:15:00
1568,2022-10-09,51,Female,51,Electronics,1,300,336,300,22:34:00
1671,2023-02-28,47,Male,62,Electronics,3,50,62.5,150,20:55:00
1756,2022-05-12,119,Female,62,Electronics,4,300,297,1200,22:16:00
1815,2023-05-24,6,Female,51,Clothing,3,25,30.5,75,22:19:00
146,2022-11-10,74,Male,38,Clothing,4,50,49,200,22:01:00
263,2022-05-04,133,Male,23,Beauty,2,30,34.8,60,21:48:00
704,2023-09-11,141,Female,62,Clothing,3,30,34.8,90,22:40:00
1146,2023-10-09,52,Male,38,Clothing,4,50,60,200,21:11:00
1263,2022-09-07,47,Male,23,Beauty,2,30,35.4,60,20:49:00
1704,2022-09-16,155,Female,62,Clothing,3,30,30.3,90,20:07:00
476,2023-12-12,131,Female,27,Clothing,4,500,570,2000,18:31:00
733,2022-10-25,143,Male,34,Beauty,1,30,28.5,30,21:07:00
924,2022-09-17,151,Male,55,Beauty,2,50,55,100,22:18:00
984,2023-11-20,83,Male,56,Clothing,1,500,480,500,19:29:00
1476,2022-11-11,130,Female,27,Clothing,4,500,555,2000,22:27:00
1733,2023-09-03,146,Male,34,Beauty,1,30,36.6,30,20:52:00
1924,2022-11-28,107,Male,55,Beauty,2,50,54.5,100,22:25:00
1984,2023-09-09,126,Male,56,Clothing,1,500,530,500,20:10:00
251,2022-09-15,141,Female,57,Beauty,4,50,62.5,200,21:00:00
253,2022-09-30,66,Female,53,Clothing,4,500,525,2000,21:26:00
574,2023-09-17,24,Female,63,Electronics,2,25,24.75,50,20:12:00
751,2023-11-08,115,Female,42,Clothing,2,25,24.75,50,19:58:00
871,2023-11-02,57,Male,62,Beauty,2,30,33.9,60,23:00:00
1251,2022-09-11,137,Female,57,Beauty,4,50,57.5,200,21:08:00
1253,2023-12-03,108,Female,53,Clothing,4,500,605,2000,19:58:00
1574,2022-10-26,150,Female,63,Electronics,2,25,24.75,50,21:51:00
1751,2023-12-27,99,Female,42,Clothing,2,25,30.25,50,22:09:00
1871,2022-09-26,41,Male,62,Beauty,2,30,30.6,60,18:39:00
200,2022-10-09,130,Male,27,Beauty,3,50,60,150,22:29:00
594,2023-09-07,72,Female,19,Electronics,2,300,291,600,21:49:00
637,2022-12-02,21,Male,43,Clothing,2,300,321,600,18:54:00
855,2022-11-21,13,Male,54,Beauty,1,25,25.75,25,19:43:00
1200,2023-10-18,20,Male,27,Beauty,3,50,54.5,150,19:04:00
1594,2023-10-01,31,Female,19,Electronics,2,300,345,600,19:02:00
1637,2022-10-25,97,Male,43,Clothing,2,300,297,600,20:50:00
1855,2023-12-27,44,Male,54,Beauty,1,25,31.25,25,21:15:00
325,2023-09-16,6,Female,52,Electronics,2,25,31.25,50,22:02:00
682,2023-10-23,60,Male,46,Beauty,4,300,354,1200,20:51:00
931,2023-10-07,48,Male,30,Beauty,4,30,29.1,120,21:34:00
1325,2022-10-11,18,Female,52,Electronics,2,25,26.75,50,19:47:00
1682,2022-12-30,71,Male,46,Beauty,4,300,315,1200,19:30:00
1931,2022-12-01,61,Male,30,Beauty,4,30,34.2,120,19:15:00
925,2022-12-20,54,Male,25,Electronics,1,300,315,300,17:12:00
1925,2023-12-21,81,Male,25,Electronics,1,300,366,300,17:05:00
297,2022-09-12,70,Female,40,Electronics,2,500,595,1000,21:09:00
1297,2023-10-20,21,Female,40,Electronics,2,500,535,1000,22:32:00
814,2022-10-01,96,Female,59,Clothing,1,500,540,500,20:33:00
894,2022-09-22,111,Male,52,Electronics,1,30,30.6,30,22:53:00
1814,2022-09-07,43,Female,59,Clothing,1,500,620,500,17:53:00
1894,2023-12-29,92,Male,52,Electronics,1,30,30,30,18:11:00
194,2023-10-11,116,Male,55,Clothing,4,50,51.5,200,19:27:00
245,2023-12-01,75,Male,47,Clothing,3,30,36,90,21:41:00
296,2022-12-31,73,Female,22,Clothing,4,300,369,1200,22:44:00
644,2022-10-13,107,Male,23,Beauty,3,25,29,75,21:49:00
696,2023-10-09,24,Female,50,Clothing,4,50,48.5,200,18:05:00
1194,2023-10-09,130,Male,55,Clothing,4,50,61.5,200,22:06:00
1245,2022-10-25,129,Male,47,Clothing,3,30,36,90,20:47:00
1296,2022-11-26,45,Female,22,Clothing,4,300,342,1200,20:42:00
1644,2022-09-11,124,Male,23,Beauty,3,25,28.75,75,19:32:00
1696,2022-11-21,24,Female,50,Clothing,4,50,55,200,17:59:00
312,2022-10-31,18,Male,41,Clothing,4,30,28.5,120,18:08:00
692,2022-09-30,110,Female,64,Clothing,2,50,49.5,100,19:48:00
835,2022-09-30,49,Male,37,Clothing,4,50,60,200,23:00:00
1312,2022-12-03,73,Male,41,Clothing,4,30,29.1,120,17:28:00
1692,2023-10-11,103,Female,64,Clothing,2,50,59.5,100,19:50:00
1835,2022-09-18,98,Male,37,Clothing,4,50,49.5,200,20:58:00
183,2022-09-01,28,Female,43,Beauty,3,300,375,900,19:22:00
413,2023-11-28,60,Female,44,Beauty,3,25,25.5,75,21:52:00
799,2023-10-01,86,Male,56,Electronics,2,50,60,100,19:44:00
851,2023-11-30,30,Male,32,Electronics,2,25,27.75,50,17:23:00
1183,2022-12-28,54,Female,43,Beauty,3,300,342,900,17:10:00
1413,2023-11-12,104,Female,44,Beauty,3,25,30.75,75,19:33:00
1799,2023-10-01,132,Male,56,Electronics,2,50,51,100,19:09:00
1851,2022-09-10,87,Male,32,Electronics,2,25,25,50,21:36:00
858,2023-09-08,85,Male,23,Electronics,2,50,50.5,100,18:48:00
919,2023-10-28,82,Female,22,Beauty,2,25,27.75,50,21:13:00
935,2022-09-10,2,Female,34,Beauty,1,50,55.5,50,21:16:00
1858,2023-09-14,49,Male,23,Electronics,2,50,52,100,20:47:00
1919,2022-10-25,78,Female,22,Beauty,2,25,26.5,50,17:54:00
1935,2022-12-16,96,Female,34,Beauty,1,50,47.5,50,22:40:00
132,2023-11-22,86,Male,42,Electronics,4,50,62,200,20:34:00
1132,2023-11-07,14,Male,42,Electronics,4,50,59,200,17:27:00
604,2022-09-16,139,Female,29,Electronics,4,50,50.5,200,19:34:00
832,2022-11-13,106,Male,47,Beauty,4,500,600,2000,17:25:00
1604,2022-12-29,2,Female,29,Electronics,4,50,56,200,18:43:00
1832,2023-11-10,57,Male,47,Beauty,4,500,480,2000,21:17:00
113,2022-10-08,72,Female,41,Electronics,2,25,26.25,50,19:14:00
1113,2023-12-08,141,Female,41,Electronics,2,25,27.75,50,17:41:00
165,2022-09-24,75,Female,60,Clothing,4,300,318,1200,19:01:00
1165,2023-12-01,29,Female,60,Clothing,4,300,291,1200,17:04:00
326,2023-11-23,108,Female,18,Clothing,3,25,24.25,75,19:51:00
1326,2023-09-01,66,Female,18,Clothing,3,25,28.75,75,22:35:00
19,2023-11-26,30,Female,62,Clothing,2,25,28.5,50,19:39:00
412,2022-09-04,30,Female,19,Electronics,4,500,570,2000,19:36:00
632,2023-10-25,78,Female,26,Electronics,4,25,24.75,100,20:13:00
1019,2023-12-14,56,Female,62,Clothing,2,25,25.75,50,21:22:00
1412,2022-10-13,75,Female,19,Electronics,4,500,615,2000,19:59:00
1632,2022-10-19,29,Female,26,Electronics,4,25,24.75,100,18:16:00
167,2023-09-21,73,Female,43,Clothing,3,50,49,150,20:58:00
172,2022-10-21,52,Male,32,Beauty,2,25,28,50,18:09:00
375,2023-09-22,25,Male,32,Clothing,1,50,52,50,17:32:00
538,2023-12-22,102,Male,18,Clothing,3,50,56.5,150,18:20:00
794,2022-11-02,145,Female,60,Beauty,1,300,315,300,21:47:00
1167,2023-09-29,9,Female,43,Clothing,3,50,54,150,21:21:00
1172,2022-10-19,150,Male,32,Beauty,2,25,28.5,50,21:12:00
1375,2022-10-01,79,Male,32,Clothing,1,50,59,50,17:50:00
1538,2022-09-12,21,Male,18,Clothing,3,50,53.5,150,20:57:00
1794,2022-12-22,26,Female,60,Beauty,1,300,351,300,19:40:00
131,2023-09-29,44,Female,21,Beauty,2,300,375,600,22:32:00
330,2022-10-11,116,Female,25,Beauty,4,50,55,200,20:18:00
494,2023-09-25,140,Female,42,Beauty,4,50,58,200,20:18:00
1131,2022-12-31,130,Female,21,Beauty,2,300,336,600,19:16:00
1330,2023-11-24,20,Female,25,Beauty,4,50,48,200,17:49:00
1494,2022-10-23,74,Female,42,Beauty,4,50,62.5,200,19:29:00
513,2022-10-21,85,Male,24,Electronics,4,25,24.5,100,18:31:00
573,2023-09-19,78,Male,49,Beauty,2,30,36.3,60,22:59:00
1513,2022-10-01,19,Male,24,Electronics,4,25,31,100,21:47:00
1573,2022-10-13,148,Male,49,Beauty,2,30,31.2,60,21:45:00
241,2023-12-19,108,Female,23,Electronics,3,25,26.75,75,20:21:00
579,2023-10-06,41,Female,38,Electronics,1,30,36.6,30,17:43:00
1241,2023-09-10,26,Female,23,Electronics,3,25,24.5,75,17:28:00
1579,2023-09-28,119,Female,38,Electronics,1,30,28.8,30,17:38:00
218,2022-11-24,144,Male,64,Beauty,3,30,33.9,90,20:39:00
846,2023-12-22,13,Male,42,Beauty,1,50,59.5,50,18:46:00
1218,2023-10-25,30,Male,64,Beauty,3,30,34.2,90,22:11:00
1846,2023-11-16,83,Male,42,Beauty,1,50,49.5,50,17:51:00
616,2022-12-31,122,Male,41,Clothing,2,50,49.5,100,19:18:00
1616,2022-09-22,121,Male,41,Clothing,2,50,59,100,18:41:00
523,2023-11-13,110,Female,62,Electronics,1,300,375,300,19:18:00
643,2022-10-05,63,Female,28,Electronics,3,30,28.8,90,22:26:00
1523,2023-12-31,150,Female,62,Electronics,1,300,330,300,20:40:00
1643,2023-10-17,12,Female,28,Electronics,3,30,33.3,90,21:47:00
351,2023-11-11,38,Female,56,Clothing,3,30,36.6,90,22:16:00
809,2022-12-14,124,Female,62,Beauty,2,50,50,100,22:51:00
954,2023-09-05,87,Female,50,Electronics,3,300,321,900,21:03:00
1351,2022-10-02,88,Female,56,Clothing,3,30,28.5,90,20:58:00
1809,2023-10-16,51,Female,62,Beauty,2,50,61.5,100,18:09:00
1954,2023-10-29,93,Female,50,Electronics,3,300,318,900,17:30:00
897,2023-09-12,15,Female,64,Electronics,2,50,51.5,100,17:53:00
1897,2023-10-27,137,Female,64,Electronics,2,50,62,100,17:12:00
147,2022-11-12,101,Male,23,Electronics,1,300,297,300,20:30:00
204,2022-09-10,101,Male,39,Beauty,1,25,31.25,25,21:04:00
390,2022-10-07,88,Male,39,Electronics,2,50,51,100,20:53:00
1147,2023-11-25,35,Male,23,Electronics,1,300,330,300,22:14:00
1204,2023-12-10,72,Male,39,Beauty,1,25,27.5,25,19:24:00
1390,2022-10-24,117,Male,39,Electronics,2,50,54,100,22:47:00
179,2023-10-07,121,Male,31,Electronics,1,300,375,300,20:42:00
327,2023-09-13,107,Male,57,Electronics,3,50,56,150,18:30:00
626,2022-10-30,65,Female,26,Clothing,4,500,555,2000,21:01:00
873,2023-12-06,137,Female,27,Electronics,4,25,29,100,20:20:00
1179,2023-12-12,122,Male,31,Electronics,1,300,354,300,17:28:00
1327,2023-12-23,118,Male,57,Electronics,3,50,58,150,21:16:00
1626,2022-10-10,19,Female,26,Clothing,4,500,495,2000,19:13:00
1873,2022-11-24,64,Female,27,Electronics,4,25,26.75,100,19:18:00
196,2023-12-29,43,Female,32,Clothing,3,300,312,900,19:14:00
789,2023-12-06,34,Female,61,Clothing,4,500,510,2000,22:13:00
1196,2022-12-31,93,Female,32,Clothing,3,300,306,900,21:18:00
1789,2023-11-10,144,Female,61,Clothing,4,500,615,2000,17:02:00
89,2023-12-30,117,Female,55,Electronics,4,500,590,2000,21:15:00
707,2023-10-23,117,Female,26,Clothing,1,500,580,500,20:34:00
909,2023-10-29,71,Male,26,Electronics,1,300,288,300,19:43:00
1089,2023-10-21,108,Female,55,Electronics,4,500,555,2000,18:44:00
1707,2023-09-17,144,Female,26,Clothing,1,500,535,500,18:35:00
1909,2022-10-22,17,Male,26,Electronics,1,300,339,300,19:41:00
51,2022-10-12,78,Male,27,Beauty,3,25,24.75,75,22:09:00
154,2022-12-24,24,Male,51,Electronics,3,300,321,900,17:47:00
276,2023-10-18,40,Female,21,Beauty,4,25,27.5,100,21:27:00
497,2023-12-31,127,Male,41,Clothing,4,30,37.2,120,18:11:00
889,2023-09-20,39,Female,35,Electronics,1,50,57.5,50,22:32:00
1051,2023-09-13,104,Male,27,Beauty,3,25,25,75,17:47:00
1154,2023-12-16,29,Male,51,Electronics,3,300,291,900,21:44:00
1276,2022-10-11,140,Female,21,Beauty,4,25,27,100,18:54:00
1497,2022-11-19,109,Male,41,Clothing,4,30,32.4,120,21:44:00
1889,2022-09-02,80,Female,35,Electronics,1,50,56,50,22:48:00
122,2023-12-01,1,Male,64,Electronics,4,30,35.4,120,19:02:00
373,2022-09-23,78,Female,25,Beauty,2,300,333,600,22:19:00
524,2023-09-17,12,Male,46,Beauty,4,300,297,1200,19:52:00
688,2023-10-28,132,Male,56,Clothing,4,25,24.75,100,21:45:00
813,2022-10-15,125,Male,52,Electronics,3,50,62,150,19:51:00
1122,2022-09-07,138,Male,64,Electronics,4,30,31.8,120,19:53:00
1373,2023-10-02,64,Female,25,Beauty,2,300,294,600,20:26:00
1524,2022-10-26,115,Male,46,Beauty,4,300,321,1200,22:10:00
1688,2022-12-17,150,Male,56,Clothing,4,25,26.5,100,17:25:00
1813,2022-11-22,86,Male,52,Electronics,3,50,61.5,150,22:24:00
178,2023-10-11,142,Male,40,Clothing,2,30,34.2,60,17:51:00
208,2023-10-21,144,Female,34,Electronics,4,50,57,200,20:56:00
247,2022-12-23,82,Male,41,Electronics,2,30,31.5,60,17:56:00
290,2023-12-08,86,Female,30,Beauty,2,300,342,600,21:39:00
656,2023-11-12,27,Male,29,Beauty,3,30,29.4,90,20:58:00
735,2022-11-26,153,Female,64,Clothing,4,500,515,2000,21:38:00
1178,2023-12-29,137,Male,40,Clothing,2,30,33,60,21:15:00
1208,2022-10-15,9,Female,34,Electronics,4,50,47.5,200,17:44:00
1247,2023-09-02,78,Male,41,Electronics,2,30,35.7,60,18:17:00
1290,2022-12-30,66,Female,30,Beauty,2,300,318,600,22:40:00
1656,2023-09-16,141,Male,29,Beauty,3,30,35.4,90,20:03:00
1735,2023-09-05,86,Female,64,Clothing,4,500,505,2000,17:26:00
319,2022-11-07,145,Male,31,Clothing,1,500,500,500,18:50:00
670,2023-09-29,59,Male,27,Beauty,1,30,35.7,30,17:24:00
1319,2023-11-25,76,Male,31,Clothing,1,500,585,500,17:17:00
1670,2023-10-24,58,Male,27,Beauty,1,30,34.2,30,21:32:00
385,2022-11-20,127,Male,50,Electronics,3,500,525,1500,19:06:00
1385,2023-11-07,55,Male,50,Electronics,3,500,505,1500,19:22:00
10,2022-10-24,81,Female,52,Clothing,4,50,62.5,200,22:55:00
26,2023-10-14,51,Female,28,Electronics,2,500,600,1000,17:54:00
437,2023-11-26,56,Female,35,Electronics,4,300,345,1200,18:53:00
689,2022-10-16,55,Male,57,Electronics,2,50,52.5,100,20:17:00
1010,2022-10-21,65,Female,52,Clothing,4,50,54.5,200,22:11:00
1026,2022-11-24,60,Female,28,Electronics,2,500,520,1000,19:10:00
1437,2023-09-04,76,Female,35,Electronics,4,300,372,1200,19:19:00
1689,2023-12-19,114,Male,57,Electronics,2,50,47.5,100,20:54:00
558,2023-10-26,108,Female,41,Clothing,1,25,26,25,17:47:00
634,2022-10-10,68,Male,60,Electronics,4,500,535,2000,19:25:00
1558,2022-12-22,91,Female,41,Clothing,1,25,27.75,25,20:37:00
1634,2023-11-03,90,Male,60,Electronics,4,500,520,2000,17:18:00
201,2022-10-13,105,Male,56,Electronics,1,25,29.75,25,19:08:00
